,,
رقم الصنف,اسم الصف,الوحدة
24128,بخور اماراتي بانافع,حبة
24129,صبغة لاكمي كولاج منوع,حبة
24130,جونسون سايل فيتا رتش 250 ملي منوع,حبة
24131, معمول عود ازرق,حبة
24133,اكس غسول  جسم دارك  ستيكر 250 مل,حبة
24134,اكسا صابون مغربي بزيت الزيتون 500 ج,حبة
24135,ناتشر ريبورت جل صبار 300 ملي,حبة
24136,جل الصبار  صيني 300 ملي,حبة
24137,بخور كويتي رحاب,حبة
24138,بخور مبسوس سلطاني,حبة
24140,بخور جواهر العود,حبة
24141,برشوت شامبو 340 منوع,حبة
24142,برشوت زيت جوز الهند غني بالشياء ناعم وخالي من التجاعيد 300 ملي,حبة
24143,مناديل ورق اظافر شد 24  ريل بيوتي,حبة
24144,صابون جلسرين دورو 180جم,حبة
24145,دابر املا اطفال  شامبو 200 ملي,حبة
24146,انشانتر صابون قوالب منوع 125 جم,حبة
24147,ملطف جو نسايم النبيل,حبة
24147,ملطف جو نسايم النبيل,حبة
280110,بخور النفيس بانافع,حبة
280117,معطر عود النفيس,حبة
280241,بخور كويتي الماس,حبة
280242,بخور النبيل اسود40حرام,حبة
28065,بخور عاشق العود,حبة
28075,بخور افراح,حبة
28077,بخور الخنجر,حبة
28078,بخور اماراتي,حبة
28079,بخور مبسوس باناافع,حبة
28081,بخور مشلف,حبة
25001,سكاكر وتوفي  وزن 1كغ,كيلو
250250,حلاوى سمسمية شد 4كجم,كيلو
25050,ويفر مربع كراس 38*30*8,حبة
25250,كيك مفن بالشوكلاتة 12*16*27جرام,حبة
25251,كليجا ماما 600جرام,حبة
25255,كليجا معمول ام صالح 600جرام,حبة
25256,كيكنا الفاخرات - كيك التمر,حبة
26,حلاوة بقرة المداح كيس 10*800جم,كيس
26013,تين مجفف سوري رقم 1فله,كيلو
27,حلاوة بقر المداح صغير 48*200جم,باكت
280240,معمول كويتي الماس,حبة
28066,بسكويت جوزاء*24,حبة
2145,زعتر الاسرة اخضر سوري,كيلو
2602,تين سوري باكت 1 كيلو معرض شد 10 كيلو,باكت
26262,روبيان مجفف 200جم,حبة
26263,ارز بسمتي بالكيلو,كيلو
2652,ارز فرائد بخار بسمتي هندي 10 كجم,حبة
2653,مبيض قهوة شد 25 كيلو,كيلو
10043,حلاوة شوكولاتة وفواكه مشكل,كيلو
11034,ملبس سميري ولوز صفايا(وزن),كيلو
21734, خضار مجففة شد 5 كيلو,كيلو
24105,برميت نعناع فلة,كيلو
26002,فواكهة مجففة مشكل,كيلو
26017,دراجيه ملبس  مكسرات فاخرة,كيلو
26034,دراجيه فول سوداني شد 10,كيلو
26045,دراجيه منوع لوز بندق,كيلو
26071,فواكة جريب فروت قطع صغيرة تايلاندي,كيلو
26078,قمر الدين و ملفوف 6كليو,كيلو
270002,حلاوة ديمة كيوت,كيس 700جم
27001,حلاوة ديمة مشكل شد 10 كيلو,كيلو
27002,لوكر ساندوتش منوع 6*25*25جم,حبة
27003,بسكويت اولكر سمسم صغير 12*12*58جم,حبة
27004,كراميل ابو ولد الاصلي  10*48*30,حبة
27005,بسكويت اولكر شاي صغير 12*12*80جم,حبة
27006,اولكر ساندويتش 12*24*23.5جم,حبة
27007,بريك صغير 2 اصبع 24*24=4*15.5,حبة
27008,بريك تايم تيفاني 12*24*13جرام,حبة
27009,كت كات صغير 16*36*20.5جم,حبة
27010,تريكسي رنا 12*24*20جم,حبة
270100,مصاص غندور كيس 26*40*9جم,حبة
27012,ريكو رنا احمر12*24*17.6جم,حبة
27013,ريكو رنا بندق صغير 12*24*17.6,حبة
27014,ريكو رنا رول شوكولاته 12*12*16جم,حبة
270144,كيك يمامة منوع 24*12*20جم,حبة
270145,بيكادلي روكستا بافيل 12*24*24جم,حبة
270146,دايجستيف  ساده كبير 20*400جم,حبة
27015,بيكادلي ارمادا شوكولاته كرميل12*24*23جم,حبة
270154,حلاوة بوم بوم نعناع 60*90المشباب,كيس
270156,برميت نعناع البركه كيس 20*200جم,كيس
270157,كليجا ملكي بالدبس ريتاج الغلا,حبة
270165,حلقوم الصفوة الاصيل,حبة
270166,جلاكسي جواهر 200*12 جم,حبة
270168,معمول بنات ام صالح باكت 500 جم,حبة
27017,ويفر روشن سبلاش 5*1ك,كيلو
270171,اولكر كات كات 12*12*24جرام,حبة
270179,بسكويت ابو ولد تيشوب 90جرام*24,حبة
270180,شوكولاته كيندر بوينو 4 *30جم,حبة
270182,مارشملو 150 جم,حبة
270185,ويفر مربع باكت كراس 24*12باكت,حبة
270186,حلاوة بقر اسود كيس 6*750 جم,كيس
270187,معمول ماما  اصابع منوع,حبة
27019,كيك ديمه-براولي -فانتزي-مارمو -كيرفي 12*12,حبة
27019,كيك ديمه-براولي -فانتزي-مارمو -كيرفي 12*12,حبة
270193,معمول اصابع البر الاسمر ريتاج الغلاء,حبة
270194,زبدة لوتس 6*400جم,حبة
270197,مصاص بالحليب 12*3*10,حبة
270198,هواي غندور 24*12*30جم,حبة
27020,فول بيست ديمه 8*24*12جم,حبة
270201,بسكويت داجستيف لايت صغير 24*250جم,حبة
270203,بريك كبير 24*26*25جم,حبة
270209,تويكس كبير 10*25*50 جم,حبة
27021,كيك نحول منوع صغير 8*12*32جم,حبة
270210,معمول روائع ام صالح سطل صغير,حبة
270211,علك شعراوي منوع,حبة
270218,امادا بيا AMADA PIA RESPBERRY,حبة
270219,معمول اساور بدون سكر شموع الماضي*20,حبة
27022,توفي  لك غندور24*12*33جم,حبة
270220,كليجا بنتي سطل دبس ملكي900جرام*شد12,علبة
270221,كليجا بنتي ميني دبس سطل600جرام شد12,علبة
270222,كليجا بنتي اسطواني دبس 240جرام شد12,علبة
270223,كليجا بنتي اسطواني بالعسل240جرام شد12,علبة
270224,كليجا بنتي اسطواني عادي200جرام شد 12,علبة
270225,كليجا بنتي اسطواني زيت زيتون250جرام شد12,علبة
270226,معمول بنتي باكت منوع 500جرام شد12,باكت
270227,معمول كليجا بنتي باكت500جرام شد12,باكت
270228,سيب علب 8*20,حبة
270229,كليجا مستاف تنك دبس سائل 1500 جرام,علبة
27023,بسكويت لوتس6*300جم,حبة
270231,لوكر باستري 18*100حم,حبة
270234,مثلث مداح بولندي الاصلي 12*24جم,حبة
270235,بريك ريزو كبير 24*12*28جم,حبة
270236,مصاص ديمه كريمي حليب 12*80*10جم,كيس
270239,بسكويت ديمة بالتمر (تمرية)12*15*25جم,حبة
270241,بريك بيج 24*12,حبة
270248,غندور سودان 24*12,حبة
270254,بيكادلي سويتش اوه بوي تربل 6*24*23جم,حبة
270257,شوكلاتة هوبي بندق صغير,حبة
270259,بسكويت تيشوب نخاله 24*100جم,حبة
27026,نوتيلا كبير 12*750جم,حبة
270260,بلفيتيا كليجا  منوع9*8*56جم,حبة
270262,فتيت منوع ريتاج الغلا,علبة
270264,معمول اصابع ام صالح علبة كرتون,علبة
270266,بسكويت جوز الهند ريتاج,حبة
270267,بفك نسمه بلشرف 6*16*12جم,حبة
270268,بطاطس عمان صغير4*23*13جرام,حبة
270269,بفك امارات 4*25*15جم,حبة
270269,بفك امارات 4*25*15جم,حبة
270270,حروف اي بي سي كرسبي4*16*18جم,حبة
270272,فشفاش 4*25,حبة
270278,البطل دبي دبي 16*100جم,كيس
27028,نوتيلا وسط 15*350جم,حبة
270280,اصابع بطاطس فيركو منوع 48*40,حبة
27029,نوتيلا صغير 15*200جم,حبة
270292,ويفر بيفا 6*24*35جم,حبة
270293,علك قطو 48*60,باكت
270294,علك مستكا غندور 36*20,حبة
270297,علك اوري كبير 30*100حبه,باكت
270302,برينجلز صغير منوع 12*40جم,حبة
270303,ويفر تيشوب رينجو8*2*16,باكت
270305,فليك اصفر شوكولاته4*36*18جم,حبة
270307,شوكولاته كيندر ابو ولد 8*20,حبة
27031,فيوري شكولاته 24*12*30جرام,حبة
270316,غوار 10*10*92جم,حبة
270317,برينجلز كبير منوع,حبة
27032,فيوري كراميل 12*12*30جرام,حبة
270325,بفك فش فاش20*75جم,حبة
27033,بسكويت ميزان المداح 18*30*14جم,حبة
270341,كيندر بيض بنات 2*48,حبة
270342,معمول ماما سطل كبير شد 6,علبة
270343,ميرو مارشملو 12*24*23جم,حبة
270346,حلاوى هولز منوع 12*20*22.4جم,حبة
270353,ويفر مغطس شوكولاته حليب روشن,كيلو
270355,شوكولاته بلانيت تركي منوع شد 12,كيلو
27036,سفاري غندور 24*12*28جم,حبة
270360,توفي رول فواكهه كراميل نسكافيه 800جم,كيس
270361,توفي كلاسيك فواكهه شد2.5 ك,كيس
270363,سكاكر نعناع كلاسيك 800 جم,كيس
270365,دراجيه فول سوداني شد10,كيلو
270368,جلاكسي جواهر 6*900جرام,حبة
270369,جلاكسي جواهر 8*400جرام,حبة
270370,تاكيس صغير 5*25*34جم,حبة
270380,دراجيه بالشوكولاته منوع لوز -بندق شد10,كيلو
270381,دراجيه بالشوكولاته منزع زبيب بن توت شد10,كيلو
270382,سميري محشي شوكولاته,كيلو
270387,اولكر قطع نابولتين16*10*30جم,حبة
27039,كب كيك 9*16 *30جم,حبة
270390,رنا هايدي12*24,حبة
270395,عسليه 2*5 كيلو,كيلو
27040,معمول شكولاتة اسود ريتاج الغلا,علبة
270406,مياه نوفا صغير 330 مل,حبة
270406,مياه نوفا صغير 330 مل,حبة
270407,مياه نوفا كبير550 مل,حبة
270408,بايسن 24*250 مل,حبة
27041,معمول بالتمر ريتاج الغلا,علبة
270410,بلو شراب تفاح 24*250 مل,حبة
270411,ريتا ليمون زجاج 24*250 مل,حبة
270416,كار باو مشروب ابو قرن 24*250 مل,حبة
270417,ربيع برتقال كبير 250مل *30,حبة
27042,معمول توفي ريتاج الغلا,علبة
270424,ريد بول 24*250 مل,حبة
270427,روشين سويت دروب 7*1 كيلو,كيلو
270428,حلاوة أصابع سي سي ستيك منوع تقليد 20*30,باكت *30
27043,معمول بر بالتمر ريتاج الغلا,علبة
270434,امادا ستار كبير بشوكولاته بلشرف 6*24* 44 جم,حبة
270437,حلاوة نظارة متش 12*40* 8 جم,علبة
27044,معمول الدخن ريتاج الغلا,علبة
270442,علك غندور برطمان 4*6*70 جم,حبة
270447,بسكويت مارشميلو ناعم 12*30*28جم,حبة
270448,فواكة مانجو مجفف تايلندي,كيلو
27045,معمول اصابع السمسم ريتاج,علبة
270452,فواكة خوخ مجفف شرائح تايلندي,كيلو
270453,فواكة جوز الهند مجفف شرائح تايلندي,كيلو
270454,فواكة اناناس مجفف شرائح تايلندي,كيلو
270455,فواكة شمام مجفف شرائح تايلندي,كيلو
270456,فواكة جريب فروت مجفف شرائح تايلندي,كيلو
270457,فواكة مجففة قطع صغيرة مشكلة تايلندي,كيلو
270458,فواكة باباياء شرائح مجفف تايلندي,كيلو
270459,فواكة اناناس قطع مجفف تايلندي,كيلو
27046,معمول اصابع جوز الهند,علبة
270460,توت بري مجفف امريكي 11.340 كغ,كيلو
270463,ديمة ديجيستف نخالة 6*24*130جرام,حبة
270464,مشكل جلاكسي 500جرام شد 18,كيس
270468,ملبس لوز اكسترا صفايا,كيلو
270469,سكاكر فوار ميماس منوع فله,كيلو
27047,معمول اصابع الحبة السوداء ريتاج الغلا,علبة
270470,حلاوة تمر /هندي التوت الشامي منوع,كيلو
270471,مصاص علبه كرز8*200*1600جرام,علبة
270472,كربوك ربيان ويلكو 60*100جرام,كيس
270476,البطل دبي 5*20*18جرام,حبة
270479,بسكوت مالح لوف24*90جرام,حبة
27048,معمول  اساور ريتاج الغلا,علبة
270480,كيك ديمه كب مافن شوكلاتة 12*16*30جرام,حبة
270495,بريك بريكستا صغير 12*24*14.5جرام,حبة
270501,بريك كبير  بريكستا12*24*29جم,حبة
270501,بريك كبير  بريكستا12*24*29جم,حبة
270502,كليجا ميني عسل بنتي سطل,علبة
270505,بسكوت مالح ريتز كراكر8*12*39.6جرام,حبة
270506,فرفشة اصابع مقرمشات 5*20*20,حبة
270507,فشار البطل كبير 15*90جرام,حبة
270508,بطاطس حلقات بصل+جبن صغير 5*40*16جرام,حبة
270509,سمسمية لينة شد 4 كيلو,K.GS
270511,وافل كراميل شو12*24*38جرام,حبة
270513,سكاكر قمر الدين فله,كيلو
270518,نيفيا كريم كبير ازرق250 جرام,حبة
270519,نيفيا كريم وسط ازرق 150جرام,حبة
27052,معمول اساور البر بالسمسم,علبة
270520,ابو ولد ماليزي 48*12*4,حبة
270521,بسكويت فانيليا ريتاج الغلا,علبة
270524,حلاوة نظارة بدرين 12*40,حبة
270526,كعك البر بالسمسم ريتاج الغلا,حبة
270527,سكاكر فواكه مشكلة كلاسيك 800غ,كيس
270529,مينو عمان 12 .70جرام,حبة
270530,بطاطس عمان كبير عائلي 10*150جرام,حبة
270531,كرات التمر فن لولي منوع 400جرام *12,حبة
